,country,region,co21980,co2pc1980,co2pc1981,co2pc1982,co2pc1983,co2pc1984,co2pc1985,co2pc1986,co2pc1987,co2pc1988,co2pc1989,co2pc1990,co2pc1991,co2pc1992,co2pc1993,co2pc1994,co2pc1995,co2pc1996,co2pc1997,co2pc1998,co2pc1999,co2pc2000,co2pc2001,co2pc2002,co2pc2003,co2pc2004,co2pc2005,co2pc2006,co2pc2007,co2pc2008,co2pc2009,co2pc2010,co2pc2011,co2pc2012,co2pc2013,co2pc2014,gdppc1980,gdppc1981,gdppc1982,gdppc1983,gdppc1984,gdppc1985,gdppc1986,gdppc1987,gdppc1988,gdppc1989,gdppc1990,gdppc1991,gdppc1992,gdppc1993,gdppc1994,gdppc1995,gdppc1996,gdppc1997,gdppc1998,gdppc1999,gdppc2000,gdppc2001,gdppc2002,gdppc2003,gdppc2004,gdppc2005,gdppc2006,gdppc2007,gdppc2008,gdppc2009,gdppc2010,gdppc2011,gdppc2012,gdppc2013,gdppc2014,logco2pc1980,logco2pc1981,logco2pc1982,logco2pc1983,logco2pc1984,logco2pc1985,logco2pc1986,logco2pc1987,logco2pc1988,logco2pc1989,logco2pc1990,logco2pc1991,logco2pc1992,logco2pc1993,logco2pc1994,logco2pc1995,logco2pc1996,logco2pc1997,logco2pc1998,logco2pc1999,logco2pc2000,logco2pc2001,logco2pc2002,logco2pc2003,logco2pc2004,logco2pc2005,logco2pc2006,logco2pc2007,logco2pc2008,logco2pc2009,logco2pc2010,logco2pc2011,logco2pc2012,logco2pc2013,logco2pc2014,loggdppc1980,loggdppc1981,loggdppc1982,loggdppc1983,loggdppc1984,loggdppc1985,loggdppc1986,loggdppc1987,loggdppc1988,loggdppc1989,loggdppc1990,loggdppc1991,loggdppc1992,loggdppc1993,loggdppc1994,loggdppc1995,loggdppc1996,loggdppc1997,loggdppc1998,loggdppc1999,loggdppc2000,loggdppc2001,loggdppc2002,loggdppc2003,loggdppc2004,loggdppc2005,loggdppc2006,loggdppc2007,loggdppc2008,loggdppc2009,loggdppc2010,loggdppc2011,loggdppc2012,loggdppc2013,loggdppc2014,co21980,co21981,co21982,co21983,co21984,co21985,co21986,co21987,co21988,co21989,co21990,co21991,co21992,co21993,co21994,co21995,co21996,co21997,co21998,co21999,co22000,co22001,co22002,co22003,co22004,co22005,co22006,co22007,co22008,co22009,co22010,co22011,co22012,co22013,co22014
68,Spain,europe,464576,5.734778954,5.48982234,5.525887108,5.367036187,5.190482538,5.230998485,4.93636136,4.934193197,5.134110769,5.837882861,5.624190007,5.790484006,5.973836221,5.570288803,5.901638793,6.082242269,5.848744212,6.292802734,6.5022035,6.991264687,7.257824346,7.290748328,7.591280782,7.611166445,7.908050681,8.097058048,7.88419571,7.920890716,7.165531607,6.216973378,5.816416366,5.788018458,5.660938803,5.084398353,5.033824487,6191.714945,5356.577832,5145.694384,4466.336264,4477.793724,4686.891069,6495.811997,8217.234257,9676.769252,10652.95797,13767.38147,14771.6723,16068.42672,13303.67613,13378.84984,15429.93942,16069.20709,14696.21611,15340.33211,15678.21523,14676.70609,15323.6114,17019.53541,21495.70741,24918.64584,26510.71745,28482.60948,32709.40104,35579.30993,32334.00548,30736.62785,31835.2888,28563.85904,29211.77375,29623.16445,1.746549207,1.702895894,1.709443797,1.680275836,1.646826667,1.654602175,1.596628493,1.596189174,1.635906658,1.764368207,1.727076939,1.756215882,1.787389304,1.717446902,1.775230074,1.805373422,1.766226974,1.839406557,1.872141119,1.944661468,1.982080107,1.986606192,2.027000323,2.029616438,2.067881314,2.091500792,2.064860213,2.069503664,1.969282254,1.827283193,1.760684327,1.755789998,1.733589745,1.626176705,1.616180031,8.730967378,8.586080586,8.545915602,8.404323724,8.406885732,8.452524757,8.77891294,9.013988966,9.17748337,9.273592876,9.530057412,9.600466592,9.684611552,9.495795677,9.501430369,9.644065019,9.684660117,9.595345332,9.638240725,9.660027463,9.594016896,9.637150147,9.742117105,9.975608539,10.12337163,10.18530436,10.25704899,10.39541781,10.47951957,10.38387476,10.33321031,10.36833066,10.25989753,10.28232712,10.29631192,215003.544,207288.176,209906.414,204867.956,198953.085,201233.959,190467.647,190878.351,199033.759,226671.938,218597.204,225634.177,233921.597,219253.597,233404.55,241611.296,233305.541,252073.247,261541.441,282355.333,294434.431,297830.073,314518.59,321097.188,339428.521,353462.13,350037.152,358236.564,329285.599,288237.201,270910.626,270547.593,264779.402,237034.88,233976.602
69,Estonia,europe,0,,,,,,,,,,,,,15.57605126,13.05673945,13.02054613,12.19581745,12.96252174,12.93833023,11.76694109,10.90411323,10.63625164,11.21670899,10.79350419,12.49335386,12.68399031,12.36701519,12.00996206,13.95488409,13.08183443,10.91432018,13.59968907,14.01673297,13.32400037,15.09371797,14.84881917,,,,,,,,,,,,,,,,3044.383709,3352.733741,3619.945496,4052.292271,4119.347394,4070.032827,4498.957027,5308.347781,7174.237415,8850.465115,10338.31322,12595.41065,16586.4052,18094.54805,14726.31828,14638.60482,17454.84342,17421.89022,19072.23852,20247.1993,,,,,,,,,,,,,2.745734559,2.569304433,2.566528581,2.501093061,2.562062251,2.560194241,2.465293997,2.389140079,2.364268132,2.417404541,2.378944489,2.525196812,2.540340593,2.515032863,2.485736477,2.635829561,2.571224583,2.390075705,2.61004693,2.640251828,2.589566948,2.714278629,2.697920345,,,,,,,,,,,,,,,,8.021053765,8.117531334,8.194214248,8.307037993,8.32345003,8.311406344,8.411600877,8.577035913,8.878251751,9.088225292,9.243612003,9.441087792,9.716338675,9.803365959,9.597391531,9.591417484,9.767372449,9.765482753,9.855989076,9.915771757,0,,,,,,,,,,,,23879.504,19508.44,19042.731,17520.926,18349.668,18107.646,16310.816,15159.378,14858.684,15570.082,14888.02,17124.89,17282.571,16754.523,16175.137,18709.034,17491.59,14565.324,18107.646,18606.358,17623.602,19893.475,19519.441
70,Ethiopia,europe,75764,0.051861418,0.051869598,0.040044819,0.048357936,0.042281792,0.044651154,0.052778063,0.059580287,0.05972766,0.061100422,0.063020997,0.060168109,0.057689541,0.056832908,0.040603416,0.044931236,0.048574873,0.050264786,0.05150765,0.049069617,0.053600098,0.063861001,0.064460739,0.069101838,0.071325206,0.067051465,0.07012642,0.074545133,0.079340288,0.077785189,0.075147589,0.085715279,0.092340394,0.111487262,0.118240576,,203.5570173,208.3423801,224.6274297,205.6237824,233.2187248,234.6821931,242.9615852,243.7358686,248.0227939,254.2432569,271.3944118,204.0502053,165.693197,125.5495699,134.3429555,145.1669037,141.5086199,125.0761411,119.684067,124.4608003,120.765782,111.9272235,119.490391,136.4662556,162.4327265,194.6874305,244.2860372,326.4368267,380.5690479,341.5541149,354.4795758,467.0779272,499.5315721,566.9264665,-2.959180156,-2.959022441,-3.217755977,-3.029124934,-3.163398735,-3.108875127,-2.941659648,-2.820430515,-2.817960049,-2.795236506,-2.764287322,-2.810612818,-2.852679387,-2.867639755,-3.203903078,-3.102622047,-3.024648898,-2.990450527,-2.966024939,-3.014515234,-2.926204383,-2.751046417,-2.741698938,-2.672173949,-2.640505494,-2.70229482,-2.657455666,-2.596350525,-2.534009234,-2.553804239,-2.588301246,-2.456724185,-2.382273595,-2.193844937,-2.13503395,,5.315946149,5.339182785,5.414443162,5.3260482,5.451976746,5.458232229,5.492903345,5.496085133,5.513520653,5.538291513,5.603573157,5.318366068,5.110137867,4.83270066,4.9003959,4.97788414,4.952360633,4.828922681,4.784855496,4.823990809,4.793852984,4.71784887,4.783235958,4.916077372,5.090263925,5.271395352,5.498339822,5.788236444,5.941667627,5.833506129,5.87065073,6.146496111,6.213670803,6.340229607,1822.499,1866.503,1481.468,1844.501,1664.818,1815.165,2214.868,2581.568,2673.243,2827.257,3017.941,2984.938,2966.603,3028.942,2240.537,2563.233,2860.26,3050.944,3219.626,3157.287,3549.656,4352.729,4521.411,4987.12,5295.148,5119.132,5504.167,6013.88,6578.598,6629.936,6585.932,7726.369,8562.445,10634.3,11598.721
73,Finland,asia,0,12.18667255,10.73140319,8.925664185,8.562246655,8.65558094,10.13132618,10.84333288,11.68994386,10.54993985,10.59243558,10.37716896,10.71047721,9.415521088,9.948375064,11.24602792,10.32014335,11.95863616,11.66057821,11.05828449,10.7295164,10.12847414,10.9967421,11.86067583,13.26109694,12.83267498,10.41643805,12.57063845,12.09848186,10.63715919,9.955194272,11.57528165,10.54447474,9.075433356,8.681780123,8.660721243,11232.27456,10934.56809,10945.27734,10505.83366,10841.56713,11405.93365,14962.25536,18580.65865,22056.70175,23983.84575,28380.54891,25503.21521,22337.48712,17617.03044,20305.58355,26273.4659,25777.6413,24676.49708,25989.4075,26178.79178,24253.25042,24913.24452,26834.02625,32816.16088,37636.11173,38969.17163,41120.67651,48288.5491,53401.31487,47107.15571,46202.41516,50790.72415,47415.55987,49638.07713,49914.61864,2.500342941,2.373174321,2.188930743,2.147362615,2.158204308,2.315632226,2.38355041,2.458728973,2.356120158,2.360140122,2.339608101,2.371222441,2.242359507,2.297409228,2.420014993,2.33409765,2.481453709,2.456213769,2.403179875,2.372998486,2.315350679,2.397599056,2.473228376,2.584834707,2.551994651,2.34338514,2.531363813,2.493079979,2.364353455,2.298094452,2.448871932,2.355602001,2.205571132,2.161226591,2.158798004,9.32654657,9.299684434,9.300663349,9.259685969,9.291142834,9.341888995,9.613286,9.829876461,10.00137177,10.08513579,10.25345929,10.14655981,10.01402158,9.776621352,9.918651179,10.17631481,10.15726278,10.11360653,10.16544433,10.17270489,10.09630593,10.12315485,10.197426,10.39867638,10.53571929,10.57052614,10.62426635,10.78494973,10.88559065,10.76018019,10.74078735,10.83546902,10.76670572,10.8125135,10.8180692,58246.628,51510.349,43083.583,41576.446,42254.841,49665.848,53329.181,57656.241,52185.077,52584.78,51745.037,53699.548,47472.982,50402.915,57223.535,52713.125,61282.904,59933.448,56988.847,55423.038,52427.099,57051.186,61682.607,69130.284,67091.432,54645.634,66200.351,63985.483,56519.471,53149.498,62082.31,56816.498,49134.133,47219.959,47300.633
74,Fiji,asia,27998,1.252526731,1.661643787,1.256573592,1.043133668,0.83235853,0.814001616,0.841945678,0.660461662,0.765934461,0.870451591,1.117354061,0.912510318,1.004834318,0.995724294,0.977088827,0.983636071,1.047198701,0.999162395,0.962398629,0.973254471,1.039955315,1.297534785,1.093006254,1.285127856,1.654467757,1.334502997,1.470573882,1.38577596,1.058421195,0.92787918,1.420197065,1.261335643,1.225061816,1.330207207,1.350070921,1892.891719,1898.402411,1786.699354,1638.383941,1681.69308,1603.329879,1795.377953,1631.942276,1535.386452,1632.205866,1835.128096,1881.754118,2057.578033,2166.233478,2384.095744,2540.99071,2714.564932,2641.477866,2070.574624,2408.735921,2076.568784,2039.625697,2260.258398,2837.892246,3334.931667,3659.579329,3747.860716,4072.10157,4167.670285,3362.816555,3652.527437,4371.45751,4591.555784,4840.693716,5605.570356,0.225162896,0.507807346,0.228388645,0.042229325,-0.183492006,-0.205792928,-0.172039782,-0.414816201,-0.266658673,-0.138743132,0.110963445,-0.091555886,0.00482267,-0.004284873,-0.023177713,-0.016499297,0.046118695,-0.000837956,-0.038326539,-0.027109699,0.039177746,0.260466145,0.088931931,0.250858212,0.50347936,0.288558936,0.385652721,0.326260243,0.056778359,-0.074853749,0.35079564,0.232171194,0.202991305,0.285334725,0.300157125,7.545860949,7.548767975,7.48812526,7.401465633,7.427556351,7.37983792,7.492970838,7.397526165,7.336537389,7.397687671,7.514869565,7.539959662,7.629284858,7.680745214,7.776575188,7.840309327,7.906386973,7.879093837,7.635581444,7.786857375,7.638472187,7.620521588,7.723234421,7.950816889,8.112207468,8.205103482,8.22894048,8.311914501,8.335112474,8.120534162,8.203174655,8.382851759,8.431974196,8.484813319,8.631516089,795.739,1081.765,839.743,715.065,583.053,579.386,605.055,476.71,553.717,630.724,814.074,671.061,748.068,751.735,748.068,762.736,821.408,792.072,770.07,784.738,843.41,1056.096,891.081,1048.762,1353.123,1096.433,1217.444,1158.772,894.748,792.072,1221.111,1089.099,1059.763,1151.438,1169.773
75,France,mena,45240,9.161529158,8.203107304,7.841028004,7.543287697,7.194881769,7.075849582,6.767999746,6.587686527,6.458902178,6.742280767,6.451223276,6.67168905,6.217259025,6.089252757,5.699231509,5.864118291,6.280953607,5.862811599,6.271267469,6.098157837,5.946665463,6.153060599,6.068664472,6.115998108,6.120078568,6.099598855,5.906266386,5.76638535,5.690501857,5.438357063,5.428980862,5.077911102,5.075062341,5.062171964,4.573181595,12713.36125,11104.97773,10496.92987,9993.422074,9419.697648,9763.32861,13540.24708,16302.4414,17679.997,17694.30535,21793.84265,21675.06425,23813.71184,22380.10396,23496.52332,26890.21988,26871.82902,24228.94235,24974.2722,24673.19897,22364.02939,22433.55571,24177.33517,29568.38595,33741.26515,34760.18777,36443.62344,41508.43399,45334.11444,41575.41875,40638.334,43790.73205,40874.70351,42592.93409,43008.64738,2.215013103,2.104513022,2.059369949,2.020658121,1.973369908,1.956687519,1.912205585,1.885202229,1.865459362,1.90839826,1.864269768,1.897873059,1.827329138,1.806525374,1.740331343,1.768852137,1.837521817,1.768629284,1.835978482,1.807986732,1.782830636,1.816949616,1.80313856,1.810907979,1.811574934,1.808223008,1.776013887,1.752045428,1.738798444,1.693477005,1.69175143,1.624899977,1.624338809,1.621795633,1.520209154,9.450408786,9.315148731,9.2588381,9.209682363,9.15055827,9.186388667,9.513421794,9.699070155,9.780189167,9.780998135,9.989382762,9.983917766,10.07801682,10.01592763,10.06460775,10.19951793,10.19883377,10.09530316,10.12560146,10.11347287,10.01520912,10.01831314,10.09317091,10.29446103,10.42647685,10.45622798,10.50352178,10.63365191,10.72181511,10.63526438,10.61246709,10.68717748,10.61826665,10.65944365,10.66915648,505363.938,454700.666,436893.714,422603.415,405342.846,400880.107,385614.386,377491.981,372207.834,390649.177,375691.484,390689.514,365893.26,359916.05,338119.402,349160.739,375306.449,351562.624,377444.31,368918.535,362226.26,377535.985,375075.428,380689.605,383758.884,385368.697,375764.824,369142.222,366325.966,351899.988,353033.091,331804.828,333227.624,334096.703,303275.568
77,"Micronesia, Fed. Sts.",europe,177508,,,,,,,,,,,,,0.976526053,0.952788337,0.968367443,0.988970417,0.98173946,1.014103982,1.084429987,1.020680825,1.160853615,1.573922536,1.336195459,1.337807878,1.341270809,1.140225575,1.148427936,1.334169507,1.13328762,1.566865744,1.104614667,1.169753504,1.298289093,1.350121783,1.399279638,,,,1320.864701,,,1276.491667,1296.969293,1355.655813,1437.426242,1528.540721,1682.697175,1756.600815,1909.252755,1909.836839,2065.522789,2020.344162,1907.266777,2029.851767,2047.304256,2171.526601,2239.854254,2256.782211,2294.435038,2251.78898,2357.031537,2404.573365,2456.322048,2538.738495,2718.7832,2881.376141,3001.470275,3120.669627,2983.597983,2959.620647,,,,,,,,,,,,,-0.023753849,-0.048362502,-0.032143674,-0.01109086,-0.018429322,0.014005446,0.081054491,0.02046988,0.149155609,0.453570934,0.289826366,0.291032362,0.293617529,0.131226116,0.138393995,0.288309006,0.125122807,0.449077283,0.099496557,0.156793046,0.261047315,0.300194798,0.33595756,,,,7.186041878,,,7.151870709,7.167785509,7.212040611,7.270609461,7.332068782,7.428153246,7.471135865,7.554467217,7.554773093,7.63313864,7.611023153,7.553426489,7.615718048,7.62427921,7.683185702,7.714166078,7.721695277,7.738241921,7.719480281,7.765158283,7.785127772,7.806420408,7.839422581,7.907939706,7.966023286,8.006857539,8.045802882,8.000885228,7.992816379,0,,,,,,,,,,,,99.009,99.009,102.676,106.343,106.343,110.01,117.344,110.01,124.678,168.682,143.013,143.013,143.013,121.011,121.011,139.346,117.344,161.348,113.677,121.011,135.679,143.013,150.347
78,Gabon,latam,108738,9.13306798,8.82901345,8.582718312,7.038782697,7.446818156,7.638955251,5.845299324,4.603330942,4.824199833,6.248553931,4.73877395,4.64865549,4.919427796,4.846468851,4.151693773,4.262043457,4.289871558,4.20246763,4.256005456,4.009364898,3.821159921,3.815653063,3.549402902,3.517111594,3.461695456,3.515238226,2.917903831,2.796489822,2.748064588,2.708889764,2.962247097,2.951649467,2.917366699,2.906039445,2.756381782,5892.15607,5186.370179,4736.046293,4325.270268,4423.531498,4038.063662,4004.054116,3755.488008,4267.819344,4532.165859,6268.95102,5537.009721,5578.005173,4252.028186,3963.868049,4570.592367,5116.146059,4667.168585,3831.780668,3888.898927,4125.716664,3989.556606,4121.958645,4922.376526,5729.296958,6888.627147,7214.914544,8447.078591,10212.81943,7690.052235,8840.730664,10795.50058,9814.038992,9680.824339,9650.574376,2.211901671,2.178043281,2.149750683,1.951435243,2.007786848,2.033260847,1.765637804,1.526780159,1.573644883,1.832350066,1.555778442,1.536578036,1.593192222,1.578250368,1.423516389,1.44974873,1.456256793,1.435671884,1.448331034,1.388632849,1.340554021,1.339111833,1.266779393,1.257640083,1.241758485,1.257107297,1.070865492,1.028364996,1.010896878,0.99653887,1.085948135,1.082364155,1.070681394,1.066791139,1.013918871,8.681377266,8.553789344,8.462957951,8.372229907,8.394693638,8.303520564,8.295062656,8.230973518,8.358858284,8.418955219,8.743364318,8.619209872,8.626586496,8.355151368,8.284975608,8.427398096,8.540156712,8.448307868,8.251084901,8.265881344,8.32499502,8.291435377,8.324083729,8.501546727,8.653348107,8.837627091,8.883905627,9.041575932,9.231399017,8.947682855,9.087124807,9.286884713,9.19156919,9.177902336,9.174772713,6633.603,6574.931,6556.596,5518.835,5995.545,6318.241,4968.785,4022.699,4334.394,5771.858,4499.409,4536.079,4932.115,4990.787,4389.399,4624.087,4774.434,4796.436,4979.786,4807.437,4693.76,4800.103,4572.749,4642.422,4686.426,4888.111,4173.046,4118.041,4173.046,4250.053,4811.104,4972.452,5104.464,5280.48,5192.472
79,United Kingdom,mena,36905,10.28675704,9.955296648,9.740461658,9.687798405,9.381702909,9.900139784,10.03463939,10.06774667,10.02074396,10.19193063,9.710881678,9.870809033,9.660929998,9.454695828,9.448399895,9.274846236,9.480231059,9.042720853,9.094403914,9.047636069,9.199549233,9.233174987,8.904123108,9.053277839,8.989140127,8.982938536,8.89871022,8.617163681,8.424423983,7.574622131,7.857836486,7.079297626,7.355898277,7.145844359,6.49744049,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23024.55583,24230.43148,26641.01965,28068.83849,28428.77302,27987.75116,27500.14578,29863.58907,34265.1276,40068.31145,41803.89138,44326.9146,50293.44055,46985.56797,38454.2265,39079.84261,41652.55709,42018.72546,42938.42518,46967.66814,2.330857344,2.298104736,2.276288515,2.270867197,2.238761293,2.292548877,2.306043046,2.309336915,2.30465734,2.321596292,2.273247079,2.289581819,2.268089917,2.246511531,2.245845404,2.22730603,2.249208689,2.201960108,2.20765927,2.202503516,2.219154486,2.222802975,2.18651444,2.203126884,2.196017196,2.19532706,2.185906347,2.153755991,2.131135104,2.024803466,2.061511312,1.957174697,1.995502478,1.966530979,1.871408329,9.213541451,9.169446106,9.121080362,9.07010298,9.009348946,9.065570815,9.269657053,9.481785323,9.679541684,9.695188413,9.857206256,9.898511525,9.927554154,9.819509003,9.888842744,10.04431657,10.09536462,10.1902074,10.24241529,10.25515705,10.23952223,10.22194658,10.30439526,10.44188343,10.59834106,10.64074471,10.69934732,10.82562994,10.75759577,10.55722389,10.57336208,10.63711804,10.64587064,10.6675224,10.75721473,579290.658,560819.979,548520.861,545741.275,529335.117,559855.558,568777.369,571868.65,570464.189,581721.879,555924.534,566830.192,556280.233,545711.939,546738.699,538117.582,551436.126,527343.936,531905.684,530937.596,541784.582,545862.286,528642.054,540006.087,539239.684,542580.321,541458.219,528425.701,520688.331,471719.213,493207.833,447828.708,468572.927,458250.322,419820.162
80,Georgia,mena,32068,,,,,,,,,,,,,3.146690058,2.026478386,1.257952315,0.494421093,0.905381906,1.020036493,1.169158925,1.045271664,1.11256641,0.939044777,0.851651433,0.954857055,1.100845101,1.298612238,1.584796154,1.663381913,1.342567616,1.636221401,1.667568685,2.122236979,2.263802424,2.113793109,2.416460496,,,,,,,,,,,1614.640122,1314.67067,757.2235485,550.0155426,519.8161871,578.3367633,689.0166022,807.0145679,851.5157446,673.526011,749.8961143,801.9904139,853.5279011,1010.00798,1305.047486,1642.775074,1996.057129,2635.353882,3324.735879,2822.651737,3073.524753,3842.618221,4249.670165,4341.435122,4438.687497,,,,,,,,,,,,,1.146351125,0.706299501,0.229485252,-0.70436771,-0.099398429,0.019838404,0.156284623,0.044276817,0.106669428,-0.062892115,-0.160577952,-0.04619363,0.096078158,0.261296185,0.46045579,0.508852827,0.294583912,0.49238956,0.511366688,0.752470711,0.817045888,0.748484016,0.882303865,,,,,,,,,,,7.386867376,7.181341472,6.629658518,6.309946537,6.253475263,6.360156334,6.535265367,6.69334172,6.74701799,6.512526616,6.619934683,6.687096655,6.749378232,6.917713511,7.173994707,7.404142209,7.598929078,7.876772753,8.109145515,7.945432054,8.03058031,8.253909242,8.354596651,8.375960246,8.398114003,0,,,,,,,,,,,,15335.394,9952.238,6083.553,2302.876,4066.703,4437.07,4961.451,4345.395,4536.079,3769.676,3388.308,3773.343,4323.393,5067.794,6149.559,6420.917,5166.803,6241.234,6314.574,7972.058,8441.434,7858.381,8987.817
81,Ghana,asia,16821,0.231506797,0.268523035,0.260653947,0.30381653,0.208095982,0.260174412,0.231470925,0.242445905,0.24741067,0.232997176,0.258395412,0.258735848,0.254409795,0.282308707,0.299131416,0.310144312,0.321289122,0.355459117,0.348778536,0.348136138,0.326207375,0.350238104,0.366584428,0.367755038,0.34545677,0.320563088,0.418167076,0.427956066,0.387804781,0.318896741,0.401777969,0.387243552,0.456885977,0.549478567,0.531371738,402.0605623,372.0773779,345.6414812,337.1628999,355.666675,352.3528246,435.0682538,374.4703415,372.6841132,365.8896572,398.6370001,433.7730651,409.7466254,370.4192479,328.7445864,379.9880073,397.1359369,384.7961564,407.5233036,410.3342297,258.4709595,269.0149984,304.5645608,367.8215216,417.5081649,491.9463779,911.9986756,1078.160509,1210.622257,1074.75538,1298.436952,1558.482133,1613.286837,2378.159512,1968.858263,-1.463146045,-1.314818577,-1.344561625,-1.19133128,-1.569755854,-1.346403057,-1.463301007,-1.416976666,-1.396705691,-1.456728946,-1.353264263,-1.35194763,-1.368808946,-1.264754101,-1.206872284,-1.170717567,-1.13541387,-1.034345038,-1.053318126,-1.055161675,-1.12022198,-1.049142059,-1.003526421,-1.00033822,-1.062887767,-1.13767618,-0.871874223,-0.848734738,-0.947253208,-1.142887925,-0.911855659,-0.948701451,-0.783321423,-0.59878551,-0.632293431,5.99660273,5.919101838,5.845402056,5.820566196,5.873993986,5.864633016,6.075502924,5.925512605,5.920731179,5.902331805,5.988051229,6.072521506,6.015538982,5.914635467,5.795281116,5.940139692,5.984278632,5.95271373,6.010098118,6.016972022,5.554783345,5.594767134,5.718883087,5.907597825,6.034304101,6.198369723,6.815638538,6.983011636,7.098889768,6.979848361,7.168916475,7.351467635,7.386028891,7.774082153,7.585209092,2559.566,3047.277,3043.61,3655.999,2581.568,3325.969,3047.277,3285.632,3450.647,3344.304,3817.347,3934.691,3982.362,4547.08,4954.117,5276.813,5610.51,6365.912,6402.582,6549.262,6288.905,6919.629,7422.008,7631.027,7348.668,6992.969,9358.184,9827.56,9138.164,7708.034,9955.905,9831.227,11877.413,14620.329,14466.315
83,Guinea,mena,45559,0.197974724,0.199229635,0.193567092,0.183510748,0.183819463,0.181650728,0.177180661,0.171298251,0.171627648,0.169452653,0.158172739,0.157118529,0.157795861,0.15790529,0.176588973,0.17755854,0.182765788,0.18521471,0.191262166,0.196216937,0.199353213,0.204325347,0.21012677,0.214915002,0.217742097,0.20046652,0.203297045,0.206886477,0.224791637,0.227060669,0.255447904,0.266742837,0.242354579,0.211075838,0.219671873,,,,,,,341.5274722,351.9088665,398.545983,394.3314534,419.7886298,461.3494585,489.071872,475.4218352,477.7804689,508.1078294,518.3742332,493.8334004,456.4910353,429.719768,363.482479,336.6300919,343.5373419,393.7399293,410.7612161,322.4156816,453.4035185,659.992723,715.0968204,674.0855502,672.4244026,651.1353635,717.0507379,769.0039433,787.2380702,-1.619615913,-1.613297175,-1.642131098,-1.695482041,-1.693801182,-1.705669513,-1.730585383,-1.764349084,-1.762427986,-1.775181725,-1.844067558,-1.850754797,-1.8464531,-1.845759856,-1.733930433,-1.728454922,-1.699549793,-1.686239532,-1.654110195,-1.62853441,-1.612677088,-1.588041717,-1.560044264,-1.537512669,-1.524443958,-1.607108029,-1.593087094,-1.575585056,-1.492581364,-1.482538033,-1.364736788,-1.321470242,-1.417353423,-1.555537788,-1.515620332,,,,,,,5.833428121,5.86337224,5.987822882,5.977191808,6.039751322,6.1341558,6.192509456,6.164202484,6.169151357,6.230693688,6.250697439,6.202198214,6.123569062,6.063133294,5.895731095,5.818984677,5.839295816,5.975690613,6.018012063,5.77584165,6.116782498,6.492228809,6.572417947,6.513357032,6.510889693,6.478717552,6.575146602,6.645096097,6.668530706,964.421,990.09,982.756,953.42,979.089,993.757,997.424,993.757,1026.76,1045.095,1004.758,1026.76,1059.763,1089.099,1250.447,1290.784,1364.124,1419.129,1503.47,1580.477,1642.816,1719.823,1804.164,1881.171,1943.51,1826.166,1892.172,1969.179,2189.199,2262.539,2603.57,2779.586,2581.568,2299.209,2449.556
